patch_id,lat,lon,row_start,col_start,valid_fraction,risk_class,risk_label,risk_score,confidence,attn_Jun,attn_Jul,attn_Aug,attn_Sep,attn_Oct,attn_Nov
9797,16.27329578217457,80.56607999272238,2496,8496,1.0,1,Medium Risk,0.4728,0.7405,0.071,0.0546,0.0437,0.0955,0.0774,0.6578
9798,16.27329578217457,80.57039190608614,2496,8544,1.0,0,Low Risk,0.327,0.9995,0.0433,0.1523,0.0523,0.08,0.0333,0.6388
9799,16.27329578217457,80.57470381944992,2496,8592,1.0,0,Low Risk,0.3238,0.9995,0.0383,0.2145,0.0642,0.0703,0.0313,0.5815
9800,16.27329578217457,80.5790157328137,2496,8640,1.0,0,Low Risk,0.3197,0.9993,0.035,0.2348,0.0644,0.071,0.0345,0.5602
9801,16.27329578217457,80.58332764617747,2496,8688,1.0,0,Low Risk,0.2803,0.9999,0.0292,0.2397,0.0672,0.0694,0.0285,0.5661
9802,16.27329578217457,80.58763955954124,2496,8736,1.0,0,Low Risk,0.3779,0.9941,0.0472,0.1064,0.0458,0.0832,0.0495,0.6679
9803,16.27329578217457,80.59195147290502,2496,8784,1.0,0,Low Risk,0.319,0.9997,0.0873,0.0303,0.0442,0.0844,0.0411,0.7126
9804,16.27329578217457,80.59626338626879,2496,8832,1.0,0,Low Risk,0.3367,0.9996,0.0811,0.0278,0.0411,0.0834,0.0318,0.7348
9805,16.2689838688108,79.80287132733443,2544,0,1.0,0,Low Risk,0.2183,1.0,0.0078,0.0738,0.158,0.1931,0.186,0.3813
9806,16.2689838688108,79.80718324069821,2544,48,1.0,0,Low Risk,0.2362,1.0,0.0099,0.1014,0.1455,0.1524,0.2028,0.3881
9807,16.2689838688108,79.81149515406197,2544,96,1.0,0,Low Risk,0.2498,1.0,0.0149,0.1105,0.1138,0.1271,0.2065,0.4271
9808,16.2689838688108,79.81580706742575,2544,144,1.0,0,Low Risk,0.2567,1.0,0.0239,0.1291,0.0691,0.1118,0.2016,0.4646
9809,16.2689838688108,79.82011898078953,2544,192,1.0,0,Low Risk,0.2951,0.9998,0.0303,0.1217,0.074,0.1344,0.1843,0.4553
9810,16.2689838688108,79.8244308941533,2544,240,1.0,0,Low Risk,0.3207,0.9992,0.0392,0.1167,0.0722,0.1492,0.1862,0.4366
9811,16.2689838688108,79.82874280751707,2544,288,1.0,0,Low Risk,0.3943,0.9711,0.0576,0.1331,0.1454,0.1124,0.1268,0.4248
9812,16.2689838688108,79.83305472088085,2544,336,1.0,1,Medium Risk,0.4741,0.7521,0.0447,0.1323,0.1168,0.0774,0.093,0.5358
9813,16.2689838688108,79.83736663424462,2544,384,1.0,0,Low Risk,0.4073,0.91,0.0371,0.1685,0.1288,0.0843,0.0878,0.4936
9814,16.2689838688108,79.8416785476084,2544,432,1.0,0,Low Risk,0.385,0.9796,0.0358,0.157,0.1419,0.1182,0.1432,0.4039
9815,16.2689838688108,79.84599046097216,2544,480,1.0,0,Low Risk,0.3157,0.9991,0.0279,0.165,0.1337,0.1027,0.146,0.4246
9816,16.2689838688108,79.85030237433594,2544,528,1.0,1,Medium Risk,0.529,0.9825,0.0474,0.1703,0.1536,0.0809,0.0686,0.4792
9817,16.2689838688108,79.85461428769972,2544,576,1.0,1,Medium Risk,0.5698,0.9839,0.0456,0.1009,0.183,0.1169,0.1075,0.4461
9818,16.2689838688108,79.85892620106348,2544,624,1.0,2,High Risk,0.6189,0.9582,0.0532,0.0696,0.184,0.1066,0.0901,0.4965
9819,16.2689838688108,79.86323811442726,2544,672,1.0,2,High Risk,0.6915,0.9997,0.0782,0.0479,0.1763,0.0799,0.1592,0.4584
9820,16.2689838688108,79.86755002779104,2544,720,1.0,1,Medium Risk,0.5682,0.9551,0.0512,0.1355,0.1213,0.1346,0.1076,0.4499
9821,16.2689838688108,79.8718619411548,2544,768,1.0,0,Low Risk,0.4482,0.5408,0.025,0.139,0.134,0.1949,0.1537,0.3533
9822,16.2689838688108,79.87617385451858,2544,816,1.0,1,Medium Risk,0.5235,0.997,0.044,0.1316,0.1186,0.1695,0.1296,0.4068
9823,16.2689838688108,79.88048576788236,2544,864,1.0,1,Medium Risk,0.5666,0.9719,0.0483,0.1215,0.0977,0.1534,0.0889,0.4902
9824,16.2689838688108,79.88479768124613,2544,912,1.0,2,High Risk,0.6345,0.9436,0.0473,0.1406,0.1303,0.137,0.1168,0.4279
9825,16.2689838688108,79.8891095946099,2544,960,1.0,0,Low Risk,0.43,0.7818,0.0144,0.1515,0.2413,0.1637,0.1128,0.3163
9826,16.2689838688108,79.89342150797368,2544,1008,1.0,0,Low Risk,0.2781,0.9999,0.0063,0.0945,0.2279,0.1949,0.2049,0.2714
9827,16.2689838688108,79.89773342133745,2544,1056,1.0,0,Low Risk,0.3209,0.9992,0.0086,0.1531,0.2515,0.1895,0.1265,0.2708
9828,16.2689838688108,79.90204533470123,2544,1104,1.0,0,Low Risk,0.3602,0.9976,0.0168,0.1233,0.1633,0.2329,0.136,0.3276
9829,16.2689838688108,79.90635724806499,2544,1152,1.0,0,Low Risk,0.4186,0.9354,0.0186,0.1703,0.1409,0.1793,0.1242,0.3666
9830,16.2689838688108,79.91066916142877,2544,1200,1.0,0,Low Risk,0.4445,0.6131,0.016,0.0766,0.1563,0.1827,0.1414,0.427
9831,16.2689838688108,79.91498107479255,2544,1248,1.0,0,Low Risk,0.4299,0.8489,0.0188,0.0725,0.1342,0.2219,0.1773,0.3753
9832,16.2689838688108,79.91929298815631,2544,1296,1.0,1,Medium Risk,0.5719,0.9666,0.0783,0.1087,0.0605,0.1715,0.0817,0.4993
9833,16.2689838688108,79.9236049015201,2544,1344,1.0,2,High Risk,0.5857,0.6526,0.0767,0.1203,0.0886,0.133,0.0724,0.5089
9834,16.2689838688108,79.92791681488387,2544,1392,1.0,2,High Risk,0.6052,0.8771,0.0707,0.1042,0.0974,0.1437,0.0918,0.4922
9835,16.2689838688108,79.93222872824764,2544,1440,1.0,2,High Risk,0.6899,0.9968,0.084,0.0841,0.0706,0.1146,0.0917,0.5551
9836,16.2689838688108,79.93654064161142,2544,1488,1.0,1,Medium Risk,0.51,0.9814,0.0322,0.064,0.1104,0.1762,0.1382,0.479
9837,16.2689838688108,79.9408525549752,2544,1536,1.0,0,Low Risk,0.3578,0.9885,0.0148,0.0416,0.1066,0.185,0.1893,0.4627
9838,16.2689838688108,79.94516446833896,2544,1584,1.0,1,Medium Risk,0.5382,0.9962,0.0474,0.0607,0.0977,0.1885,0.1347,0.4709
9839,16.2689838688108,79.94947638170274,2544,1632,1.0,2,High Risk,0.7109,0.9999,0.1256,0.0956,0.068,0.1537,0.1579,0.3992
9840,16.2689838688108,79.95378829506652,2544,1680,1.0,2,High Risk,0.7088,0.9999,0.1276,0.0852,0.0764,0.1527,0.1744,0.3836
9841,16.2689838688108,79.95810020843028,2544,1728,1.0,1,Medium Risk,0.5599,0.9976,0.0805,0.0862,0.118,0.1838,0.2025,0.329
9842,16.2689838688108,79.96241212179406,2544,1776,1.0,1,Medium Risk,0.5056,0.9907,0.0666,0.0389,0.1386,0.2433,0.2011,0.3114
9843,16.2689838688108,79.96672403515782,2544,1824,1.0,1,Medium Risk,0.4632,0.5622,0.091,0.0407,0.197,0.2343,0.1885,0.2485
9844,16.2689838688108,79.9710359485216,2544,1872,1.0,0,Low Risk,0.4451,0.7152,0.0275,0.0543,0.161,0.2268,0.2134,0.317
9845,16.2689838688108,79.97534786188538,2544,1920,1.0,1,Medium Risk,0.5439,0.9991,0.0431,0.1017,0.0834,0.1668,0.1233,0.4816
9846,16.2689838688108,79.97965977524915,2544,1968,1.0,1,Medium Risk,0.512,0.9921,0.0238,0.092,0.1513,0.1473,0.1345,0.451
9847,16.2689838688108,79.98397168861293,2544,2016,1.0,0,Low Risk,0.4299,0.8546,0.0149,0.1006,0.2066,0.2175,0.1115,0.3489
9848,16.2689838688108,79.9882836019767,2544,2064,1.0,2,High Risk,0.6011,0.7268,0.0644,0.1228,0.1803,0.1382,0.1774,0.3168
9849,16.2689838688108,79.99259551534047,2544,2112,1.0,2,High Risk,0.657,0.9925,0.0783,0.0607,0.1808,0.1507,0.2395,0.29
9850,16.2689838688108,79.99690742870425,2544,2160,1.0,0,Low Risk,0.3987,0.9764,0.0176,0.0651,0.3015,0.2059,0.1713,0.2386
9851,16.2689838688108,80.00121934206803,2544,2208,1.0,0,Low Risk,0.2981,0.9999,0.0163,0.0487,0.326,0.2032,0.1878,0.2181
9852,16.2689838688108,80.00553125543179,2544,2256,1.0,0,Low Risk,0.3117,0.9995,0.0152,0.0563,0.3223,0.216,0.2025,0.1878
9853,16.2689838688108,80.00984316879557,2544,2304,1.0,0,Low Risk,0.3762,0.9897,0.0199,0.0526,0.2415,0.2039,0.1895,0.2927
9854,16.2689838688108,80.01415508215935,2544,2352,1.0,0,Low Risk,0.3361,0.9991,0.0333,0.0377,0.2856,0.2176,0.2138,0.2121
9855,16.2689838688108,80.01846699552311,2544,2400,1.0,0,Low Risk,0.3576,0.9972,0.0172,0.0849,0.2692,0.2329,0.1382,0.2576
9856,16.2689838688108,80.02277890888689,2544,2448,1.0,0,Low Risk,0.3703,0.9934,0.0138,0.1057,0.1834,0.2227,0.1122,0.3622
9857,16.2689838688108,80.02709082225066,2544,2496,1.0,0,Low Risk,0.3693,0.9939,0.0152,0.0623,0.2032,0.1902,0.1632,0.3658
9858,16.2689838688108,80.03140273561444,2544,2544,1.0,0,Low Risk,0.3207,0.9989,0.0143,0.0571,0.1775,0.1935,0.1562,0.4014
9859,16.2689838688108,80.03571464897821,2544,2592,1.0,0,Low Risk,0.3582,0.9992,0.0258,0.0353,0.101,0.1882,0.172,0.4776
9860,16.2689838688108,80.04002656234198,2544,2640,1.0,0,Low Risk,0.4468,0.7898,0.0759,0.0388,0.094,0.13,0.2285,0.4328
9861,16.2689838688108,80.04433847570576,2544,2688,1.0,0,Low Risk,0.3556,0.9977,0.0701,0.0449,0.0865,0.1127,0.1777,0.5081
9862,16.2689838688108,80.04865038906954,2544,2736,1.0,1,Medium Risk,0.527,0.9704,0.1015,0.0623,0.0999,0.1001,0.1426,0.4936
9863,16.2689838688108,80.0529623024333,2544,2784,1.0,0,Low Risk,0.4099,0.8502,0.0585,0.047,0.1149,0.0938,0.1565,0.5292
9864,16.2689838688108,80.05727421579708,2544,2832,1.0,0,Low Risk,0.389,0.9602,0.0449,0.0511,0.1755,0.1064,0.1261,0.4959
9865,16.2689838688108,80.06158612916086,2544,2880,1.0,0,Low Risk,0.4214,0.8924,0.0439,0.0772,0.2448,0.1288,0.0992,0.4062
9866,16.2689838688108,80.06589804252462,2544,2928,1.0,0,Low Risk,0.3336,0.9981,0.0355,0.0545,0.2019,0.1159,0.12,0.4721
9867,16.2689838688108,80.0702099558884,2544,2976,1.0,1,Medium Risk,0.5455,0.991,0.0746,0.0824,0.1758,0.106,0.1054,0.4557
9868,16.2689838688108,80.07452186925218,2544,3024,1.0,2,High Risk,0.6484,0.9946,0.0804,0.1199,0.0817,0.1625,0.088,0.4675
9869,16.2689838688108,80.07883378261594,2544,3072,1.0,1,Medium Risk,0.5301,0.9992,0.0403,0.0967,0.1607,0.1571,0.138,0.4071
9870,16.2689838688108,80.08314569597972,2544,3120,1.0,0,Low Risk,0.3723,0.9921,0.0122,0.1701,0.239,0.1996,0.1616,0.2176
9871,16.2689838688108,80.08745760934349,2544,3168,1.0,0,Low Risk,0.383,0.9902,0.0121,0.2768,0.2201,0.1688,0.1074,0.2149
9872,16.2689838688108,80.09176952270727,2544,3216,1.0,0,Low Risk,0.3791,0.9932,0.0115,0.3178,0.1985,0.1322,0.0906,0.2493
9873,16.2689838688108,80.09608143607105,2544,3264,1.0,0,Low Risk,0.3361,0.9993,0.0109,0.1915,0.2788,0.1655,0.141,0.2123
9874,16.2689838688108,80.10039334943481,2544,3312,1.0,0,Low Risk,0.304,0.9997,0.0092,0.116,0.3052,0.1811,0.1426,0.2459
9875,16.2689838688108,80.10470526279859,2544,3360,1.0,0,Low Risk,0.4052,0.9491,0.0095,0.1274,0.233,0.1722,0.1064,0.3515
9876,16.2689838688108,80.10901717616237,2544,3408,1.0,0,Low Risk,0.3467,0.9981,0.0109,0.1345,0.2812,0.1845,0.1551,0.2339
9877,16.2689838688108,80.11332908952613,2544,3456,1.0,0,Low Risk,0.4565,0.6786,0.0179,0.1634,0.2335,0.1992,0.1555,0.2305
9878,16.2689838688108,80.11764100288991,2544,3504,1.0,1,Medium Risk,0.4904,0.7031,0.0162,0.1258,0.1663,0.1693,0.0806,0.4418
9879,16.2689838688108,80.12195291625369,2544,3552,1.0,1,Medium Risk,0.4668,0.6803,0.0115,0.126,0.201,0.1662,0.0821,0.4132
9880,16.2689838688108,80.12626482961745,2544,3600,1.0,1,Medium Risk,0.5675,0.9567,0.0285,0.0626,0.1418,0.2261,0.1191,0.4218
9881,16.2689838688108,80.13057674298123,2544,3648,1.0,2,High Risk,0.6011,0.8828,0.0674,0.0605,0.119,0.2109,0.1116,0.4306
9882,16.2689838688108,80.13488865634501,2544,3696,1.0,2,High Risk,0.6273,0.9834,0.0904,0.0622,0.09,0.1398,0.0691,0.5485
9883,16.2689838688108,80.13920056970878,2544,3744,1.0,2,High Risk,0.6636,0.9986,0.1062,0.0695,0.0912,0.1255,0.0934,0.5142
9884,16.2689838688108,80.14351248307256,2544,3792,1.0,1,Medium Risk,0.5586,0.985,0.0956,0.0769,0.1224,0.0669,0.1566,0.4816
9885,16.2689838688108,80.14782439643632,2544,3840,1.0,1,Medium Risk,0.5734,0.8742,0.0654,0.0816,0.097,0.0957,0.1023,0.558
9886,16.2689838688108,80.1521363098001,2544,3888,1.0,2,High Risk,0.6468,0.9956,0.0827,0.0617,0.1192,0.1199,0.0927,0.5239
9887,16.2689838688108,80.15644822316388,2544,3936,1.0,1,Medium Risk,0.5718,0.8008,0.0761,0.0448,0.1305,0.1279,0.0863,0.5344
9888,16.2689838688108,80.16076013652764,2544,3984,1.0,0,Low Risk,0.3169,0.9992,0.0231,0.0374,0.1636,0.1812,0.1572,0.4375
9889,16.2689838688108,80.16507204989142,2544,4032,1.0,1,Medium Risk,0.5492,0.9932,0.0918,0.0638,0.1124,0.1487,0.1303,0.4531
9890,16.2689838688108,80.1693839632552,2544,4080,1.0,0,Low Risk,0.3147,0.9991,0.0377,0.0399,0.1313,0.1373,0.1404,0.5133
9891,16.2689838688108,80.17369587661896,2544,4128,1.0,0,Low Risk,0.3487,0.9973,0.0276,0.0654,0.1561,0.1109,0.1061,0.5338
9892,16.2689838688108,80.17800778998274,2544,4176,1.0,0,Low Risk,0.2642,1.0,0.0125,0.0733,0.1579,0.1545,0.1065,0.4952
9893,16.2689838688108,80.18231970334652,2544,4224,1.0,1,Medium Risk,0.4897,0.8105,0.0556,0.0969,0.1941,0.1195,0.0989,0.4349
9894,16.2689838688108,80.18663161671029,2544,4272,1.0,1,Medium Risk,0.5454,0.9819,0.0938,0.0664,0.1566,0.1014,0.1185,0.4633
9895,16.2689838688108,80.19094353007407,2544,4320,1.0,0,Low Risk,0.3971,0.9406,0.0634,0.0596,0.1382,0.0938,0.1357,0.5094
9896,16.2689838688108,80.19525544343784,2544,4368,1.0,0,Low Risk,0.4128,0.8909,0.0765,0.0587,0.1523,0.0757,0.1449,0.4919
9897,16.2689838688108,80.19956735680161,2544,4416,1.0,1,Medium Risk,0.5537,0.9218,0.1185,0.0631,0.1317,0.1105,0.1476,0.4286
9898,16.2689838688108,80.20387927016539,2544,4464,1.0,1,Medium Risk,0.4596,0.6445,0.0988,0.0658,0.1316,0.0921,0.1437,0.4679
9899,16.2689838688108,80.20819118352915,2544,4512,1.0,0,Low Risk,0.3326,0.9984,0.0604,0.0368,0.1319,0.0899,0.143,0.538
9900,16.2689838688108,80.21250309689293,2544,4560,1.0,0,Low Risk,0.3667,0.9882,0.08,0.044,0.1114,0.1087,0.1288,0.5271
9901,16.2689838688108,80.21681501025671,2544,4608,1.0,1,Medium Risk,0.5217,0.9265,0.1127,0.0599,0.1236,0.0878,0.1201,0.4959
9902,16.2689838688108,80.22112692362047,2544,4656,1.0,1,Medium Risk,0.5134,0.9019,0.1041,0.0418,0.1195,0.0878,0.1458,0.501
9903,16.2689838688108,80.22543883698425,2544,4704,1.0,0,Low Risk,0.4398,0.6764,0.0907,0.0366,0.1138,0.1731,0.137,0.4489
9904,16.2689838688108,80.22975075034803,2544,4752,1.0,0,Low Risk,0.4196,0.9173,0.0753,0.0334,0.1324,0.2023,0.1145,0.4422
9905,16.2689838688108,80.2340626637118,2544,4800,1.0,0,Low Risk,0.391,0.9665,0.0415,0.0423,0.165,0.2129,0.1486,0.3898
9906,16.2689838688108,80.23837457707558,2544,4848,1.0,0,Low Risk,0.3456,0.9968,0.0379,0.0449,0.1113,0.2031,0.1748,0.428
9907,16.2689838688108,80.24268649043935,2544,4896,1.0,0,Low Risk,0.399,0.9595,0.0596,0.0351,0.1415,0.2141,0.1616,0.3882
9908,16.2689838688108,80.24699840380312,2544,4944,1.0,0,Low Risk,0.3054,0.9988,0.0568,0.038,0.0991,0.2059,0.148,0.4521
9909,16.2689838688108,80.2513103171669,2544,4992,1.0,0,Low Risk,0.2849,0.9997,0.0276,0.0375,0.1563,0.1975,0.1808,0.4003
9910,16.2689838688108,80.25562223053066,2544,5040,1.0,0,Low Risk,0.3316,0.9953,0.0587,0.0452,0.1291,0.1838,0.1402,0.4429
9911,16.2689838688108,80.25993414389444,2544,5088,1.0,0,Low Risk,0.3038,0.9991,0.06,0.0428,0.1724,0.1505,0.0876,0.4866
9912,16.2689838688108,80.26424605725822,2544,5136,1.0,0,Low Risk,0.2755,0.9999,0.0361,0.1054,0.1141,0.1812,0.1548,0.4083
9913,16.2689838688108,80.26855797062198,2544,5184,1.0,0,Low Risk,0.2971,0.9994,0.0163,0.0688,0.1358,0.2156,0.1825,0.381
9914,16.2689838688108,80.27286988398576,2544,5232,1.0,0,Low Risk,0.3065,0.9988,0.0179,0.0455,0.1838,0.2045,0.1569,0.3914
9915,16.2689838688108,80.27718179734954,2544,5280,1.0,0,Low Risk,0.3049,0.9989,0.0327,0.0383,0.1291,0.2054,0.15,0.4446
9916,16.2689838688108,80.2814937107133,2544,5328,1.0,0,Low Risk,0.295,0.9994,0.0474,0.0567,0.1014,0.1173,0.1314,0.5457
9917,16.2689838688108,80.28580562407708,2544,5376,1.0,0,Low Risk,0.3398,0.9915,0.0317,0.0411,0.1642,0.1852,0.1059,0.472
9918,16.2689838688108,80.29011753744086,2544,5424,1.0,0,Low Risk,0.3126,0.9982,0.0327,0.041,0.1679,0.2013,0.1102,0.4469
9919,16.2689838688108,80.29442945080463,2544,5472,1.0,0,Low Risk,0.1406,1.0,0.0111,0.0363,0.1289,0.1886,0.1706,0.4644
9920,16.2689838688108,80.29874136416841,2544,5520,1.0,0,Low Risk,0.1545,1.0,0.0094,0.0366,0.1414,0.1856,0.1753,0.4518
9921,16.2689838688108,80.30305327753219,2544,5568,1.0,0,Low Risk,0.2777,1.0,0.0131,0.0718,0.2244,0.1987,0.0495,0.4424
9922,16.2689838688108,80.30736519089595,2544,5616,1.0,0,Low Risk,0.257,1.0,0.0116,0.0625,0.2593,0.1605,0.0523,0.4538
9923,16.2689838688108,80.31167710425973,2544,5664,1.0,0,Low Risk,0.2646,1.0,0.0151,0.0897,0.1569,0.1686,0.0389,0.5308
9924,16.2689838688108,80.3159890176235,2544,5712,1.0,0,Low Risk,0.3225,0.9991,0.026,0.1204,0.1067,0.1225,0.0389,0.5854
9925,16.2689838688108,80.32030093098727,2544,5760,1.0,0,Low Risk,0.3257,0.9991,0.0271,0.0822,0.1042,0.1485,0.0401,0.5979
9926,16.2689838688108,80.32461284435105,2544,5808,1.0,0,Low Risk,0.3786,0.991,0.0378,0.0564,0.1218,0.206,0.1283,0.4496
9927,16.2689838688108,80.32892475771482,2544,5856,1.0,1,Medium Risk,0.5126,0.8034,0.0822,0.0361,0.1431,0.2099,0.1541,0.3746
9928,16.2689838688108,80.3332366710786,2544,5904,1.0,0,Low Risk,0.4454,0.8452,0.0631,0.1048,0.1944,0.1784,0.0412,0.4181
9929,16.2689838688108,80.33754858444237,2544,5952,1.0,1,Medium Risk,0.5556,0.767,0.0613,0.1401,0.1683,0.1216,0.05,0.4587
9930,16.2689838688108,80.34186049780614,2544,6000,1.0,1,Medium Risk,0.4926,0.6378,0.0549,0.1061,0.17,0.1076,0.0495,0.512
9931,16.2689838688108,80.34617241116992,2544,6048,1.0,0,Low Risk,0.4288,0.8652,0.0573,0.0653,0.1331,0.0771,0.0527,0.6145
9932,16.2689838688108,80.3504843245337,2544,6096,1.0,1,Medium Risk,0.5368,0.715,0.1059,0.047,0.0534,0.0639,0.0638,0.6661
9933,16.2689838688108,80.35479623789746,2544,6144,1.0,0,Low Risk,0.4306,0.9509,0.0939,0.0397,0.0483,0.078,0.0515,0.6886
9934,16.2689838688108,80.35910815126124,2544,6192,1.0,1,Medium Risk,0.4959,0.9773,0.1065,0.0393,0.0488,0.0559,0.0661,0.6834
9935,16.2689838688108,80.36342006462502,2544,6240,1.0,1,Medium Risk,0.4802,0.8551,0.0903,0.0451,0.0479,0.0687,0.0619,0.6861
9936,16.2689838688108,80.36773197798878,2544,6288,1.0,0,Low Risk,0.3595,0.9966,0.0792,0.072,0.0539,0.0928,0.0576,0.6445
9937,16.2689838688108,80.37204389135256,2544,6336,1.0,0,Low Risk,0.3071,0.9996,0.0913,0.0531,0.0517,0.0944,0.0471,0.6625
9938,16.2689838688108,80.37635580471633,2544,6384,1.0,0,Low Risk,0.2918,0.9999,0.0948,0.0325,0.0437,0.0963,0.0439,0.6887
9939,16.2689838688108,80.3806677180801,2544,6432,1.0,0,Low Risk,0.3048,0.9999,0.1085,0.0249,0.0456,0.102,0.041,0.6781
9940,16.2689838688108,80.38497963144388,2544,6480,1.0,0,Low Risk,0.2759,0.9999,0.098,0.0253,0.0426,0.0942,0.0411,0.6987
9941,16.2689838688108,80.38929154480765,2544,6528,1.0,0,Low Risk,0.2977,0.9998,0.1001,0.0278,0.0446,0.0958,0.0432,0.6884
9942,16.2689838688108,80.39360345817143,2544,6576,1.0,1,Medium Risk,0.4914,0.9585,0.1181,0.0277,0.0494,0.0797,0.0628,0.6623
9943,16.2689838688108,80.3979153715352,2544,6624,1.0,1,Medium Risk,0.4803,0.8313,0.1231,0.0245,0.047,0.0867,0.0535,0.6653
9944,16.2689838688108,80.40222728489897,2544,6672,1.0,0,Low Risk,0.4336,0.9209,0.1164,0.023,0.0474,0.0915,0.05,0.6716
9945,16.2689838688108,80.40653919826275,2544,6720,1.0,1,Medium Risk,0.5007,0.8171,0.1212,0.0246,0.0493,0.0748,0.0578,0.6724
9946,16.2689838688108,80.41085111162653,2544,6768,1.0,0,Low Risk,0.2872,0.9999,0.0982,0.0221,0.0421,0.0941,0.0386,0.7049
9947,16.2689838688108,80.41516302499029,2544,6816,1.0,1,Medium Risk,0.4843,0.9793,0.101,0.0304,0.0475,0.0728,0.067,0.6814
9948,16.2689838688108,80.41947493835407,2544,6864,1.0,0,Low Risk,0.4679,0.6697,0.0701,0.0949,0.0577,0.0708,0.0791,0.6274
9949,16.2689838688108,80.42378685171785,2544,6912,1.0,0,Low Risk,0.3604,0.993,0.0602,0.219,0.0803,0.0702,0.0489,0.5214
9950,16.2689838688108,80.42809876508161,2544,6960,1.0,0,Low Risk,0.4555,0.6423,0.0485,0.1475,0.0492,0.0547,0.0534,0.6467
9951,16.2689838688108,80.4324106784454,2544,7008,1.0,1,Medium Risk,0.5109,0.9873,0.0575,0.087,0.0485,0.0432,0.0844,0.6793
9952,16.2689838688108,80.43672259180916,2544,7056,1.0,1,Medium Risk,0.5114,0.9898,0.0571,0.0861,0.0448,0.0416,0.0765,0.6939
9953,16.2689838688108,80.44103450517294,2544,7104,1.0,1,Medium Risk,0.5254,0.9832,0.0594,0.0841,0.0431,0.0386,0.0773,0.6975
9954,16.2689838688108,80.44534641853672,2544,7152,1.0,0,Low Risk,0.3654,0.9962,0.0477,0.1773,0.0609,0.0703,0.043,0.6008
9955,16.2689838688108,80.44965833190048,2544,7200,1.0,0,Low Risk,0.3291,0.9975,0.0483,0.2241,0.0724,0.0669,0.0414,0.5469
9956,16.2689838688108,80.45397024526426,2544,7248,1.0,0,Low Risk,0.3791,0.9713,0.0547,0.1917,0.0704,0.0628,0.0486,0.5719
9957,16.2689838688108,80.45828215862804,2544,7296,1.0,0,Low Risk,0.3954,0.9861,0.055,0.1805,0.0667,0.0628,0.0501,0.5849
9958,16.2689838688108,80.4625940719918,2544,7344,1.0,0,Low Risk,0.4012,0.985,0.063,0.1264,0.0592,0.0748,0.0534,0.6232
9959,16.2689838688108,80.46690598535558,2544,7392,1.0,1,Medium Risk,0.5176,0.8936,0.0639,0.1139,0.0605,0.0696,0.0667,0.6254
9960,16.2689838688108,80.47121789871936,2544,7440,1.0,0,Low Risk,0.3824,0.975,0.0554,0.2079,0.0738,0.0629,0.0474,0.5527
9961,16.2689838688108,80.47552981208312,2544,7488,1.0,1,Medium Risk,0.5379,0.9876,0.061,0.0932,0.0515,0.0718,0.0732,0.6492
9962,16.2689838688108,80.4798417254469,2544,7536,1.0,1,Medium Risk,0.5514,0.9985,0.1027,0.0484,0.0539,0.0671,0.1068,0.621
9963,16.2689838688108,80.48415363881068,2544,7584,1.0,2,High Risk,0.6793,0.9995,0.1421,0.0414,0.0629,0.0432,0.1388,0.5716
9964,16.2689838688108,80.48846555217445,2544,7632,1.0,2,High Risk,0.6003,0.8224,0.1145,0.0325,0.0522,0.0605,0.0699,0.6703
9965,16.2689838688108,80.49277746553823,2544,7680,1.0,0,Low Risk,0.3182,0.9998,0.0888,0.0224,0.0428,0.0783,0.0314,0.7363
9966,16.2689838688108,80.49708937890199,2544,7728,1.0,0,Low Risk,0.2942,0.9999,0.0822,0.0245,0.0367,0.0817,0.0301,0.7449
9967,16.2689838688108,80.50140129226577,2544,7776,1.0,0,Low Risk,0.2833,1.0,0.0815,0.0263,0.0359,0.0861,0.0321,0.7381
9968,16.2689838688108,80.50571320562955,2544,7824,1.0,0,Low Risk,0.2957,0.9999,0.0821,0.0222,0.0369,0.0811,0.0296,0.748
9969,16.2689838688108,80.51002511899331,2544,7872,1.0,0,Low Risk,0.2971,0.9999,0.0878,0.0184,0.0403,0.0792,0.0289,0.7454
9970,16.2689838688108,80.51433703235709,2544,7920,1.0,0,Low Risk,0.303,0.9999,0.0921,0.0195,0.0418,0.0845,0.035,0.7271
9971,16.2689838688108,80.51864894572087,2544,7968,1.0,0,Low Risk,0.3533,0.9963,0.1019,0.0208,0.0472,0.0923,0.0516,0.6862
9972,16.2689838688108,80.52296085908463,2544,8016,1.0,0,Low Risk,0.374,0.9906,0.096,0.0242,0.0471,0.093,0.0586,0.681
9973,16.2689838688108,80.52727277244841,2544,8064,1.0,0,Low Risk,0.3636,0.9945,0.0852,0.0291,0.0406,0.0955,0.058,0.6917
9974,16.2689838688108,80.53158468581219,2544,8112,1.0,0,Low Risk,0.2984,0.9999,0.089,0.0227,0.0395,0.0889,0.0364,0.7234
9975,16.2689838688108,80.53589659917596,2544,8160,1.0,0,Low Risk,0.2958,0.9999,0.0858,0.0222,0.0399,0.0894,0.0346,0.728
9976,16.2689838688108,80.54020851253973,2544,8208,1.0,0,Low Risk,0.2874,0.9999,0.0825,0.0217,0.0388,0.0887,0.0342,0.734
9977,16.2689838688108,80.54452042590351,2544,8256,1.0,0,Low Risk,0.2862,1.0,0.0791,0.0212,0.0381,0.0834,0.0317,0.7464
9978,16.2689838688108,80.54883233926728,2544,8304,1.0,0,Low Risk,0.3365,0.9995,0.0816,0.0216,0.0398,0.0803,0.0277,0.7489
